
148	1,709459	0,569820		24,324324	11,486486	85,135135
207	1,236715	0,412238		50,724638	33,333333	7,246377
175	1,440000	0,480000		69,714286	20,571429	30,285714
230	1,378261	0,459420		9,130435	67,391304	42,608696
165	1,309091	0,436364		21,212121	63,636364	32,121212
174	1,350575	0,450192		16,666667	24,712644	61,494253
240	1,162500	0,387500		54,583333	32,083333	13,750000
178	1,213483	0,404494		1,123596	64,606742	29,775281
208	1,524038	0,508013		10,096154	48,557692	58,653846
232	1,366379	0,455460		51,724138	0,000000	72,413793
195	1,589744	0,529915		44,102564	26,666667	84,102564
181	1,685083	0,561694		76,795580	44,751381	35,911602
